usaf,wban,query,lat,lon,timezone_offset,timezone,country_iso,country,country_code,state,postcode,city
020510,99999,"68.45,22.5",68.45,22.5,7200,EET,FI,Finland,fi,Northern Finland,99470,NA
729465,99999,"63.2,-123.417",63.2,-123.417,-25200,MST,CA,Canada,ca,Northwest Territories,NA,NA
106755,99999,"49.917,10.917",49.917,10.917,3600,CET,DE,Germany,de,Bavaria,96052,NA
722581,13960,"32.852,-96.856",32.852,-96.856,-21600,CST,US,United States of America,us,Texas,75235,Dallas
475920,99999,"38.433,141.3",38.433,141.3,32400,JST,JP,Japan,jp,Miyagi Prefecture,986-0833,Ishinomaki
946105,99999,"-31.933,115.967",-31.933,115.967,28800,AWST,AU,Australia,au,Western Australia,6104,NA
106710,99999,"50.283,10.983",50.283,10.983,3600,CET,DE,Germany,de,Bavaria,96450,NA
718965,99999,"52.18,-128.12",52.18,-128.12,-28800,PST,CA,Canada,ca,British Columbia,NA,NA
593580,99999,"23,120.217",23,120.217,28800,CST,TW,ROC,tw,NA,701,Tainan
946070,99999,"-31.75,115.717",-31.75,115.717,28800,AWST,AU,Australia,au,Western Australia,6027,Joondalup
874780,99999,"-32.617,-60.183",-32.617,-60.183,-10800,-3,AR,Argentina,ar,ER.,3153,NA
011051,99999,"67.417,11.883",67.417,11.883,NA,NA,NO,Norway,no,Nordland,8064,NA
869940,99999,"-31.248,-50.906",-31.248,-50.906,-10800,BRT,BR,Brazil,br,Rio Grande do Sul,NA,NA
710890,99999,"52.583,-110.35",52.583,-110.35,-25200,MST,CA,Canada,ca,Alberta,NA,NA
298690,99999,"53.3,92.417",53.3,92.417,25200,7,RU,Russia,ru,Krasnoyarsk Krai,662821,Жеблахтинский сельсовет
749178,99999,"35.367,-120.85",35.367,-120.85,-28800,PST,US,United States of America,us,California,93442,Morro Bay
93790,NA,"52.383,13.067",52.383,13.067,3600,CET,DE,Germany,de,Brandenburg,14473,Potsdam
661870,99999,"-8.367,18.933",-8.367,18.933,3600,WAT,AO,Angola,ao,Lunda Norte,NA,NA
66230,NA,"47.65,9.017",47.65,9.017,3600,CET,CH,Switzerland,ch,Thurgau,8508,NA
913660,40604,"8.733,167.733",8.733,167.733,NA,NA,MH,Marshall Islands,mh,NA,NA,Kwajalein
369380,99999,"42.167,77.533",42.167,77.533,21600,6,KG,Kyrgyzstan,kg,Issyk-Kul Region,722021,NA
013720,99999,"60.567,9.133",60.567,9.133,3600,CET,NO,Norway,no,Buskerud,3540,NA
543420,99999,"41.733,123.517",41.733,123.517,28800,CST,CN,PRC,cn,Liaoning,NA,NA
317670,99999,"48.15,138.183",48.15,138.183,36000,10,RU,Russia,ru,Primorsky Krai,NA,NA
649620,99999,"3.517,15.1",3.517,15.1,3600,WAT,CM,Cameroon,cm,East,NA,NA
716820,99999,"61.117,-122.85",61.117,-122.85,-25200,MST,CA,Canada,ca,Northwest Territories,NA,NA
603530,99999,"36.817,5.883",36.817,5.883,3600,CET,DZ,Algeria,dz,Jijel,18002,NA
672790,99999,"-17.367,35.033",-17.367,35.033,7200,CAT,MZ,Mozambique,mz,Tete,NA,NA
033440,99999,"53.817,-1.867",53.817,-1.867,0,GMT,GB,United Kingdom,gb,England,BD15 0DB,Bradford
997990,99999,"32.55,-80.45",32.55,-80.45,-18000,EST,US,United States of America,us,South Carolina,29446,NA
898030,99999,"-68.5,102.183",-68.5,102.183,NA,NA,NA,NA,NA,NA,NA,NA
154050,99999,"44.75,27.3",44.75,27.3,7200,EET,RO,Romania,ro,NA,927145,NA
745431,3998,"37.3305,-95.502",37.3305,-95.50200000000001,-21600,CST,US,United States of America,us,Kansas,66776,Parsons
745431,99999,"37.3305,-95.502",37.3305,-95.50200000000001,-21600,CST,US,United States of America,us,Kansas,66776,Parsons
027810,99999,"62.983,20.733",62.983,20.733,7200,EET,FI,Finland,fi,Western Finland,NA,Malax
726690,24057,"41.8,-107.2",41.8,-107.2,-25200,MST,US,United States of America,us,Wyoming,NA,Rawlins
726690,99999,"41.8,-107.2",41.8,-107.2,-25200,MST,US,United States of America,us,Wyoming,NA,Rawlins
010040,99999,"78.917,11.933",78.917,11.933,3600,CET,SJ,Norway,no,NA,NA,NA
103060,99999,"52.291,7.387",52.291,7.387,3600,CET,DE,Germany,de,North Rhine-Westphalia,48432,NA
080800,99999,"42.883,-2.724",42.883,-2.724,3600,CET,ES,Spain,es,Basque Country,01196,NA
343630,99999,"50.067,45.367",50.067,45.367,10800,3,RU,Russia,ru,Volgograd Oblast,403895,Kamyshin
720172,53996,"34.545,-94.203",34.545,-94.203,-21600,CST,US,United States of America,us,Arkansas,71953,NA
720172,99999,"34.545,-94.203",34.545,-94.203,-21600,CST,US,United States of America,us,Arkansas,71953,NA
12390,NA,"62.217,9.55",62.217,9.55,3600,CET,NO,Norway,no,Oppland,2661,NA
726483,99999,"45.717,-87.1",45.717,-87.1,-18000,EST,US,United States of America,us,Michigan,49829,Escanaba
717970,99999,"53.35,-110.417",53.35,-110.417,-25200,MST,CA,Canada,ca,Alberta,NA,Lloydminster
844000,99999,"-5.117,-81.117",-5.117,-81.117,-18000,-5,PE,Peru,pe,Piura,20701,NA
339240,99999,"45.517,32.7",45.517,32.7,10800,MSK,UA,Ukraine,ua,Republic of Crimea,96400,Черноморское сельское поселение
76500,NA,"43.436,5.214",43.436,5.214,3600,CET,FR,France,fr,Provence-Alpes-Côte d'Azur,13700,NA
027910,99999,"63.233,29.233",63.233,29.233,7200,EET,FI,Finland,fi,Eastern Finland,83900,NA
996490,99999,"54.16,-134.28",54.16,-134.28,-32400,AKST,US,United States of America,us,Alaska,NA,NA
612350,99999,"15.117,-10.567",15.117,-10.567,0,GMT,ML,Mali,ml,Kayes,NA,NA
723924,99999,"34.25,-119.25",34.25,-119.25,-28800,PST,US,United States of America,us,California,93002,Ventura
82330,NA,"40.933,-1.3",40.933,-1.3,3600,CET,ES,Spain,es,Aragon,44495,NA
478300,99999,"31.933,131.417",31.933,131.417,32400,JST,JP,Japan,jp,Miyazaki Prefecture,880-0031,Miyazaki
080530,99999,"42.567,-6.6",42.567,-6.6,3600,CET,ES,Spain,es,Castile and León,24400,NA
167600,99999,"35.183,25.317",35.183,25.317,7200,EET,GR,Greece,gr,Crete,NA,NA
471064,99999,"37.719,127.099",37.719,127.099,32400,KST,KR,South Korea,kr,Gyeonggi-do,11772,Uijeongbu
42605,NA,"61.983,-49.7",61.983,-49.7,-10800,-3,GL,Greenland,gl,NA,3940,NA
285860,99999,"55.867,72.2",55.867,72.2,21600,6,RU,Russia,ru,Omsk Oblast,646330,Тюкалинское городское поселение
974300,99999,"0.831,127.381",0.831,127.381,NA,NA,ID,Indonesia,id,North Maluku,97112,Ternate
720468,466,"30.558,-92.099",30.558,-92.099,-21600,CST,US,United States of America,us,Louisiana,70571,Opelousas
720468,99999,"30.558,-92.099",30.558,-92.099,-21600,CST,US,United States of America,us,Louisiana,70571,Opelousas
975000,99999,"-0.867,131.267",-0.867,131.267,32400,WIT,ID,Indonesia,id,West Papua,NA,Sorong
156360,99999,"42.483,26.517",42.483,26.517,7200,EET,BG,Bulgaria,bg,NA,8600,Yambol
998176,99999,"47.183,-88.233",47.183,-88.233,-18000,EST,US,United States of America,us,Michigan,NA,NA
954620,99999,"-25.367,131.017",-25.367,131.017,34200,ACST,AU,Australia,au,Northern Territory,NA,NA
725340,14819,"41.786,-87.752",41.786,-87.752,-21600,CST,US,United States of America,us,Illinois,60638,Chicago
249080,99999,"60.333,102.267",60.333,102.267,25200,7,RU,Russia,ru,Krasnoyarsk Krai,NA,сельское поселение Село Ванавара
916010,99999,"3.033,172.783",3.033,172.783,NA,NA,KI,Kiribati,ki,NA,NA,Butaritari
365130,99999,"48.717,80.9",48.717,80.9,21600,6,KZ,Kazakhstan,kz,East Kazakhstan Region,NA,NA
081620,99999,"41.733,-0.55",41.733,-0.55,3600,CET,ES,Spain,es,Aragon,NA,NA
311120,99999,"57.8,127.883",57.8,127.883,32400,9,RU,Russia,ru,Sakha Republic,NA,Наслег Анамы
727920,24227,"46.973,-122.903",46.973,-122.903,-28800,PST,US,United States of America,us,Washington,98502,Tumwater
061440,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
071000,99999,"48.483,-5.05",48.483,-5.05,NA,NA,FR,France,fr,Brittany,29242,Ushant
024110,99999,"59.676,12.639",59.676,12.639,3600,CET,SE,Sweden,se,Värmlands län,671 31,NA
727566,4902,"43.666,-92.933",43.666,-92.933,-21600,CST,US,United States of America,us,Minnesota,55912,Austin
727566,99999,"43.666,-92.933",43.666,-92.933,-21600,CST,US,United States of America,us,Minnesota,55912,Austin
911170,99999,"21.483,-158.033",21.483,-158.033,-36000,HST,US,United States of America,us,Hawaii,96857,Mililani
381414,99999,"40.98,71.58",40.98,71.58,18000,5,UZ,Uzbekistan,uz,NA,160100,Namangan
571270,99999,"33.067,107.033",33.067,107.033,28800,CST,CN,PRC,cn,Shaanxi,723000,NA
043650,99999,"65.567,-37.117",65.567,-37.117,-10800,-3,GL,Greenland,gl,NA,NA,NA
631410,99999,"11.1,42.367",11.1,42.367,10800,EAT,DJ,Djibouti,dj,Dikhil,NA,NA
291280,99999,"58.7,81.5",58.7,81.5,25200,7,RU,Russia,ru,Tomsk Oblast,NA,NA
276060,99999,"55.017,36.483",55.017,36.483,10800,MSK,RU,Russia,ru,Kaluga Oblast,249090,городское поселение Малоярославец
997192,99999,"44.94,-80.63",44.94,-80.63,-18000,EST,CA,Canada,ca,Ontario,NA,Meaford
720202,118,"45.417,-123.817",45.417,-123.817,-28800,PST,US,United States of America,us,Oregon,97141,NA
720202,99999,"45.417,-123.817",45.417,-123.817,-28800,PST,US,United States of America,us,Oregon,97141,NA
941290,99999,"-11.317,131.767",-11.317,131.767,34200,ACST,AU,Australia,au,Northern Territory,NA,NA
125550,99999,"50.483,19.083",50.483,19.083,3600,CET,PL,Poland,pl,Silesian Voivodeship,42625,NA
997212,99999,"39.61,-74.2",39.61,-74.2,-18000,EST,US,United States of America,us,New Jersey,08008,Long Beach Township
682910,99999,"-24.35,31.05",-24.35,31.05,7200,SAST,ZA,RSA,za,NA,NA,Maruleng Local Municipality
124050,99999,"51.133,15.033",51.133,15.033,3600,CET,PL,Poland,pl,Lower Silesian Voivodeship,59-900,NA
998208,99999,"34.333,-80.7",34.333,-80.7,-18000,EST,US,United States of America,us,South Carolina,NA,NA
34145,NA,"52.64,-2.306",52.64,-2.306,0,GMT,GB,United Kingdom,gb,England,WV7 3EY,NA
026510,99999,"55.922,14.086",55.922,14.086,3600,CET,SE,Sweden,se,Skåne,297 72,NA
067170,99999,"45.867,7.167",45.867,7.167,3600,CET,CH,Switzerland,ch,Valais/Wallis,1946,NA
134390,99999,"42.767,16.9",42.767,16.9,3600,CET,HR,Croatia,hr,NA,20290,NA
30360,NA,"57.25,-5.867",57.25,-5.867,0,GMT,GB,United Kingdom,gb,Scotland,IV42 8QE,NA
321860,99999,"46.2,150.5",46.2,150.5,36000,10,RU,Russia,ru,Sakhalin Oblast,NA,NA
749371,99999,"38.033,127.367",38.033,127.367,32400,KST,KR,South Korea,kr,Gyeonggi,NA,Pocheon
948560,99999,"-38.083,144.333",-38.083,144.333,39600,AEDT,AU,Australia,au,Victoria,3214,Geelong
942080,99999,"-15.483,124.517",-15.483,124.517,28800,AWST,AU,Australia,au,Western Australia,NA,NA
024720,99999,"60.117,15.117",60.117,15.117,3600,CET,SE,Sweden,se,Dalecarlia,NA,NA
723935,99999,"34.717,-120.567",34.717,-120.567,-28800,PST,US,United States of America,us,California,NA,NA
873205,99999,"-30.345,-66.294",-30.345,-66.294,-10800,-3,AR,Argentina,ar,LR,5300,NA
021990,99999,"66.617,23.467",66.617,23.467,3600,CET,SE,Sweden,se,Norrbottens län,95792,NA
710950,99999,"72.683,-77.967",72.683,-77.967,-18000,EST,CA,Canada,ca,Nunavut,NA,Pond Inlet
802222,99999,"6.203,-77.395",6.203,-77.395,-18000,COT,CO,Colombia,co,Chocó,NA,NA
13700,NA,"61.517,9.4",61.517,9.4,3600,CET,NO,Norway,no,Oppland,NA,NA
723529,53929,"34.147,-97.123",34.147,-97.123,-21600,CST,US,United States of America,us,Oklahoma,73401,Ardmore
723529,99999,"34.147,-97.123",34.147,-97.123,-21600,CST,US,United States of America,us,Oklahoma,73401,Ardmore
488251,99999,"20.819,106.725",20.819,106.725,25200,7,VN,Vietnam,vn,NA,NA,Haiphong
943340,99999,"-24.367,139.467",-24.367,139.467,36000,AEST,AU,Australia,au,Queensland,NA,NA
070020,99999,"50.733,1.6",50.733,1.6,3600,CET,FR,France,fr,Nord-Pas-de-Calais and Picardy,62200,NA
718345,99999,"53.817,-84.917",53.817,-84.917,-18000,EST,CA,Canada,ca,Ontario,NA,NA
601950,99999,"32.683,-4.733",32.683,-4.733,0,WET,MA,Morocco,ma,NA,54356,Midelt
941440,99999,"-14.75,134.533",-14.75,134.533,34200,ACST,AU,Australia,au,Northern Territory,NA,NA
34990,NA,"52.717,2.3",52.717,2.3,0,GMT,GB,United Kingdom,gb,England,NA,NA
030100,99999,"59.083,-4.4",59.083,-4.4,0,GMT,GB,United Kingdom,gb,Scotland,IV27 4AD,NA
104100,99999,"51.4,6.967",51.4,6.967,3600,CET,DE,Germany,de,North Rhine-Westphalia,45133,Essen
851400,99999,"-14.3,-67.367",-14.3,-67.367,-14400,-4,BO,Bolivia,bo,NA,NA,Municipio Rurrenabaque
639690,99999,"-10.35,38.75",-10.35,38.75,10800,EAT,TZ,Tanzania,tz,Lindi,NA,NA
508770,99999,"46.3,129.55",46.3,129.55,28800,CST,CN,PRC,cn,Heilongjiang,NA,依兰县
541020,99999,"43.95,116.117",43.95,116.117,28800,CST,CN,PRC,cn,Inner Mongolia,NA,Xilinhot
869020,99999,"-23.767,-50.183",-23.767,-50.183,-10800,-3,BR,Brazil,br,Paraná,NA,NA
11370,NA,"66.933,13.45",66.933,13.45,3600,CET,NO,Norway,no,Nordland,8159,NA
029820,99999,"59.767,22.95",59.767,22.95,7200,EET,FI,Finland,fi,Southern Finland,NA,NA
319160,99999,"44.583,131.717",44.583,131.717,36000,10,RU,Russia,ru,Primorsky Krai,692588,NA
724339,3865,"37.75,-89.0085",37.75,-89.0085,-21600,CST,US,United States of America,us,Illinois,62959,NA
724339,99999,"37.75,-89.0085",37.75,-89.0085,-21600,CST,US,United States of America,us,Illinois,62959,NA
867510,99999,"-17.567,-52.6",-17.567,-52.6,-10800,-3,BR,Brazil,br,Goiás,75830-000,NA
478290,99999,"31.733,131.083",31.733,131.083,32400,JST,JP,Japan,jp,Miyazaki Prefecture,885-0015,Miyakonojo
028180,99999,"68.483,28.3",68.483,28.3,7200,EET,FI,Finland,fi,Northern Finland,NA,NA
067450,99999,"46.5,8.317",46.5,8.317,3600,CET,CH,Switzerland,ch,Valais/Wallis,3999,Obergoms
39200,NA,"54.483,-6.1",54.483,-6.1,0,GMT,GB,United Kingdom,gb,NA,BT26 6HL,NA
64700,NA,"50.792,5.202",50.792,5.202,3600,CET,BE,Belgium,be,Flanders,3800,NA
13750,NA,"61.467,10.133",61.467,10.133,3600,CET,NO,Norway,no,Oppland,NA,NA
996780,99999,"59.05,-152.23",59.05,-152.23,-32400,AKST,US,United States of America,us,Alaska,NA,NA
997060,99999,"27.16,-82.95",27.16,-82.95,-18000,EST,US,United States of America,us,Florida,34228,Longboat Key
313480,99999,"53.05,136.033",53.05,136.033,36000,10,RU,Russia,ru,Khabarovsk Krai,NA,NA
119180,99999,"49.367,19.683",49.367,19.683,3600,CET,SK,Slovakia,sk,Region of Žilina,027 12,District of Tvrdošín
080141,99999,"38.983,-3.917",38.983,-3.917,3600,CET,ES,Spain,es,Castile-La Mancha,13004,Ciudad Real
747460,3904,"30.589,-96.365",30.589,-96.365,-21600,CST,US,United States of America,us,Texas,77845,NA
618780,99999,"8.1,-12.1",8.1,-12.1,0,GMT,SL,Sierra Leone,sl,Southern Province,232,NA
663180,99999,"-12.809,15.761",-12.809,15.761,3600,WAT,AO,Angola,ao,Huambo,NA,Huambo
864500,99999,"-32.683,-57.633",-32.683,-57.633,-10800,-3,UY,Uruguay,uy,Río Negro,NA,NA
868790,99999,"-22.861,-43.411",-22.861,-43.411,-10800,-3,BR,Brazil,br,Rio de Janeiro,21615-310,Rio de Janeiro
488460,99999,"18.35,105.9",18.35,105.9,25200,7,VN,Vietnam,vn,Ha Tinh province,NA,Hà Tĩnh
583280,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
727473,94977,"48.267,-92.483",48.267,-92.483,-21600,CST,US,United States of America,us,Minnesota,55725,NA
727473,99999,"48.267,-92.483",48.267,-92.483,-21600,CST,US,United States of America,us,Minnesota,55725,NA
085410,99999,"37.95,-8.867",37.95,-8.867,0,WET,PT,Portugal,pt,Alentejo,7520-159,NA
529410,99999,"35.717,98.917",35.717,98.917,28800,CST,CN,PRC,cn,Qinghai,NA,NA
912120,41415,"13.483,144.8",13.483,144.8,36000,ChST,GU,United States of America,us,Guam,96913,NA
818280,99999,"-5.917,-42.717",-5.917,-42.717,-10800,-3,BR,Brazil,br,Piauí,NA,NA
35121,NA,"52.183,-2.983",52.183,-2.983,0,GMT,GB,United Kingdom,gb,England,HR5 3JW,NA
27830,NA,"61.183,25.033",61.183,25.033,7200,EET,FI,Finland,fi,Southern Finland,NA,Hämeenlinna
547130,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
783210,99999,"21.733,-82.767",21.733,-82.767,-18000,CST,CU,Cuba,cu,Isle of Youth,27200,NA
093980,99999,"52.367,14.533",52.367,14.533,3600,CET,DE,Germany,de,Brandenburg,15234,Frankfurt (Oder)
943360,99999,"-21.8,139.917",-21.8,139.917,36000,AEST,AU,Australia,au,Queensland,NA,NA
764057,99999,"23.15,-109.717",23.15,-109.717,-25200,MST,MX,Mexico,mx,South Lower California,23425,NA
21860,NA,"65.544,22.122",65.544,22.122,3600,CET,SE,Sweden,se,Norrbottens län,97595,Luleå
612650,99999,"14.513,-4.08",14.513,-4.08,0,GMT,ML,Mali,ml,Mopti,NA,NA
10879,NA,"61.533,2.2",61.533,2.2,NA,NA,NA,NA,NA,NA,NA,NA
722553,53928,"30.219,-96.374",30.219,-96.374,-21600,CST,US,United States of America,us,Texas,77833,Brenham
722553,99999,"30.219,-96.374",30.219,-96.374,-21600,CST,US,United States of America,us,Texas,77833,Brenham
12730,NA,"63.233,11.017",63.233,11.017,3600,CET,NO,Norway,no,Trøndelag,7580,NA
535460,99999,"39.283,109.75",39.283,109.75,28800,CST,CN,PRC,cn,Inner Mongolia,NA,伊金霍洛旗 ᠡᠵᠡᠨ ᠬᠣᠷᠣᠭ᠎ᠠ ᠬᠣᠰᠢᠭᠤ
408350,99999,"30.338,50.828",30.338,50.828,12600,IRST,IR,Iran,ir,Kohgiluye and Buyer Ahmad Province,NA,NA
646050,99999,"5.267,17.633",5.267,17.633,3600,WAT,CF,Central African Republic,cf,Ombella M'Poko,NA,NA
749142,99999,"67.1,-62.35",67.1,-62.35,NA,NA,CA,Canada,ca,Nunavut,NA,NA
995170,99999,"59.35,1.3",59.35,1.3,NA,NA,NA,NA,NA,NA,NA,NA
305370,99999,"54.033,108.267",54.033,108.267,28800,8,RU,Russia,ru,Irkutsk Oblast,NA,Онгуренское сельское поселение
825960,99999,"-5.65,-35.417",-5.65,-35.417,-10800,-3,BR,Brazil,br,Rio Grande do Norte,59570000,NA
560790,99999,"33.583,102.967",33.583,102.967,28800,CST,CN,PRC,cn,Sichuan,NA,若尔盖县
623601,99999,"30.918,29.696",30.918,29.696,7200,EET,EG,Egypt,eg,Alexandria Governorate,NA,NA
76530,NA,"43.333,5.05",43.333,5.05,NA,NA,FR,France,fr,Provence-Alpes-Côte d'Azur,13500,NA
969250,99999,"-5.85,112.633",-5.85,112.633,NA,NA,ID,Indonesia,id,East Java,NA,NA
718950,99999,"52.967,-113.433",52.967,-113.433,-25200,MST,CA,Canada,ca,Alberta,T9A 1V8,NA
025380,99999,"57.4,13.533",57.4,13.533,3600,CET,SE,Sweden,se,Jönköpings län,NA,NA
474170,99999,"42.917,143.217",42.917,143.217,32400,JST,JP,Japan,jp,Hokkaido,080-0808,Obihiro
514670,99999,"42.667,86.333",42.667,86.333,21600,XJT,CN,PRC,cn,Xinjiang,NA,Hejing/Xejing
724165,3725,"38.9885,-79.147",38.9885,-79.147,-18000,EST,US,United States of America,us,West Virginia,26847,NA
724165,99999,"38.9885,-79.147",38.9885,-79.147,-18000,EST,US,United States of America,us,West Virginia,26847,NA
818290,99999,"-5.35,-41.517",-5.35,-41.517,-10800,-3,BR,Brazil,br,Piauí,NA,NA
627900,99999,"12.05,24.883",12.05,24.883,7200,CAT,SD,Sudan,sd,South Darfur State,NA,Nyala
443132,99999,"47.333,119.033",47.333,119.033,28800,8,MN,Mongolia,mn,Dornod,NA,NA
715370,99999,"50.82,-112.05",50.82,-112.05,-25200,MST,CA,Canada,ca,Alberta,NA,NA
25880,NA,"57.9,19.167",57.9,19.167,3600,CET,SE,Sweden,se,Gotlands län,624 66,NA
671990,99999,"-48.667,70.167",-48.667,70.167,NA,NA,FR,"France, Terres australes et antarctiques françaises, Îles Kerguelen (eaux territoriales)",fr,French Southern and Antarctic Lands,NA,NA
869370,99999,"-26.783,-53.5",-26.783,-53.5,-10800,BRT,BR,Brazil,br,Santa Catarina,89900-000,NA
782560,99999,"20.333,-77.117",20.333,-77.117,-18000,CST,CU,Cuba,cu,Granma,87510,Manzanillo
997539,99999,"34.7,-70.1",34.7,-70.1,NA,NA,NA,NA,NA,NA,NA,NA
383430,99999,"42.95,72.75",42.95,72.75,21600,6,KZ,Kazakhstan,kz,NA,NA,NA
36950,NA,"51.667,1.1",51.667,1.1,0,GMT,GB,United Kingdom,gb,England,NA,NA
641080,99999,"-3.311,17.382",-3.311,17.382,3600,WAT,CD,DR Congo,cd,Kwilu,NA,Bandundu
170675,99999,"39.55,27",39.55,27,10800,3,TR,Turkey,tr,Marmara Region,10302,NA
014030,99999,"59.3,4.867",59.3,4.867,3600,CET,NO,Norway,no,Rogaland,5547,NA
915270,99999,"-10.417,161.917",-10.417,161.917,39600,11,SB,Solomon Islands,sb,Makira-Ulawa Province,NA,NA
724556,13989,"38.3305,-96.193",38.3305,-96.193,-21600,CST,US,United States of America,us,Kansas,NA,NA
724556,99999,"38.3305,-96.193",38.3305,-96.193,-21600,CST,US,United States of America,us,Kansas,NA,NA
898690,99999,"-79.95,165.117",-79.95,165.117,NA,NA,NA,NA,NA,NA,NA,NA
720366,63879,"38.687,-80.652",38.687,-80.652,-18000,EST,US,United States of America,us,West Virginia,26601,NA
720366,99999,"38.687,-80.652",38.687,-80.652,-18000,EST,US,United States of America,us,West Virginia,26601,NA
577590,99999,"27.35,110.95",27.35,110.95,28800,CST,CN,PRC,cn,Hunan,NA,NA
313770,99999,"52.267,127.217",52.267,127.217,32400,9,RU,Russia,ru,Amur Oblast,NA,NA
544290,99999,"40.2,117.967",40.2,117.967,28800,CST,CN,PRC,cn,Hebei,NA,Zunhua
889000,99999,"-54,-38.05",-54,-38.05,-7200,GST,GS,South Georgia and the South Sandwich Islands,gs,South Georgia,NA,NA
43500,NA,"67.783,-32.3",67.783,-32.3,-10800,WGT,GL,Greenland,gl,NA,NA,NA
033475,99999,"53.394,-1.388",53.394,-1.388,0,GMT,GB,United Kingdom,gb,England,S9 1XH,Sheffield
232201,99999,"66.591,66.611",66.591,66.611,18000,5,RU,Russia,ru,Yamalo-Nenets Autonomous Okrug,629000,NA
388440,99999,"38.25,69.233",38.25,69.233,18000,5,TJ,Tajikistan,tj,Khatlon Region,NA,NA
768560,99999,"15.667,-96.5",15.667,-96.5,-21600,CST,MX,Mexico,mx,Oaxaca,70904,NA
75700,NA,"44.533,4.367",44.533,4.367,3600,CET,FR,France,fr,Rhône-Alpes,07200,NA
150800,99999,"47.025,21.903",47.025,21.903,7200,EET,RO,Romania,ro,NA,417345,NA
818880,99999,"-7.267,-64.783",-7.267,-64.783,-14400,-4,BR,Brazil,br,Amazonas,NA,NA
868650,99999,"-22.317,-49.067",-22.317,-49.067,-10800,-3,BR,Brazil,br,São Paulo,17060-255,Bauru
869710,99999,"-28.933,-49.5",-28.933,-49.5,-10800,-3,BR,Brazil,br,Santa Catarina,88905-355,NA
426650,99999,"23.433,76.317",23.433,76.317,19800,IST,IN,India,in,Madhya Pradesh,465001,NA
124250,99999,"51.117,16.883",51.117,16.883,3600,CET,PL,Poland,pl,Lower Silesian Voivodeship,54-530,Wrocław
71160,NA,"48.75,-4.017",48.75,-4.017,3600,CET,FR,France,fr,Brittany,29253,NA
85155,NA,"39.092,-28.03",39.092,-28.03,-3600,-1,PT,Portugal (territorial waters),pt,Azores,9880-320,NA
108700,99999,"48.35,11.783",48.35,11.783,3600,CET,DE,Germany,de,Bavaria,85356,NA
104520,99999,"51.733,10.6",51.733,10.6,3600,CET,DE,Germany,de,Lower Saxony,38700,NA
577260,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
106180,99999,"49.7,7.333",49.7,7.333,3600,CET,DE,Germany,de,Rhineland-Palatinate,55743,NA
028240,99999,"67.983,24.25",67.983,24.25,7200,EET,FI,Finland,fi,Northern Finland,NA,NA
375491,99999,"43.069,42.754",43.069,42.754,14400,4,GE,Georgia,ge,Samegrelo-Upper Svaneti,0022,NA
480720,99999,"18.85,93.733",18.85,93.733,23400,630,MM,Myanmar,mm,Rakhine,NA,Manaung Township
031500,99999,"55.5,-3.767",55.5,-3.767,0,GMT,GB,United Kingdom,gb,Scotland,ML12 6SH,NA
682950,99999,"-24.983,31.583",-24.983,31.583,7200,SAST,ZA,RSA,za,Mpumalanga,NA,Mbombela
