usaf,wban,station,ctry,st,call,lat,lon,elev,begin,end
605060,99999,MASCARA-MATEMORE,AG,NA,NA,35.6,0.3,476,1981-01-01,2008-04-30
605070,99999,GHRISS,AG,NA,DAOV,35.208,0.147,513.9,1943-05-21,2018-06-16
605110,99999,BOU CHEKIF,AG,NA,DAOB,35.341,1.463,989.1,1983-04-04,2018-06-16
605140,99999,KSAR CHELLALA,AG,NA,NA,35.167,2.317,801,1995-11-01,2018-06-16
605150,99999,BOU SAADA,AG,NA,DAAD,35.333,4.206,459,1984-03-01,2018-06-16
605170,99999,GHAZAOUET,AG,NA,NA,35.1,-1.867,5,1995-11-01,2018-06-16
605180,99999,BENI-SAF,AG,NA,NA,35.3,-1.35,70,1976-03-07,2018-06-06
605200,99999,SIDI-BEL-ABBES,AG,NA,NA,35.2,-0.617,476,1985-02-03,2018-06-16
605220,99999,MAGHNIA,AG,NA,DAOH,34.82,-1.77,426,1976-10-01,2018-06-16
605250,99999,BISKRA,AG,NA,DAUB,34.793,5.738,88.1,1943-02-01,2018-06-16
605300,99999,TLEMCEN/ZENATA,AG,NA,NA,35.017,-1.333,587,1973-01-02,2005-07-29
605310,99999,ZENATA,AG,NA,DAON,35.017,-1.45,248.1,1981-01-01,2018-06-16
605350,99999,DJELFA/TLETSI,AG,NA,DAFI,34.683,3.25,1144,1949-01-08,2018-06-16
605360,99999,SAIDA,AG,NA,NA,34.867,0.15,752,1981-01-01,2018-06-16
605400,99999,EL-KHEITER,AG,NA,NA,34.15,0.067,1001,1949-01-16,2018-06-14
605450,99999,LAGHOUAT,AG,NA,DAUL,33.764,2.927,765,1949-01-08,2018-06-16
605490,99999,MECHERIA,AG,NA,DAAY,33.536,-0.242,1175,1980-02-08,2018-06-16
605500,99999,EL-BAYADH,AG,NA,DAOY,33.717,1.083,1347,1949-01-16,2018-06-16
605550,99999,SIDI MAHDI,AG,NA,DAUK,33.068,6.089,85,1949-01-12,2018-06-16
605570,99999,NAAMA,AG,NA,NA,33.267,-0.3,1166,1995-10-04,2018-06-16
605590,99999,GUEMAR,AG,NA,DAUO,33.511,6.777,61.9,1965-01-01,2018-06-16
605600,99999,AIN-SEFRA,AG,NA,NA,32.767,-0.6,1059,1949-01-12,2018-06-16
605630,99999,HASSIR'MEL,AG,NA,NA,32.933,3.283,764,2001-09-16,2014-02-17
605650,99999,BENI ISUGEN,AG,NA,NA,32.467,3.667,533,1949-01-08,1952-12-31
605660,99999,NOUMERAT,AG,NA,DAUG,32.384,3.794,460.9,1959-04-16,2018-06-16
605700,99999,COLUMB-BECHAR,AG,NA,NA,31.617,-1.783,780.9,1975-01-28,1975-07-25
605710,99999,BECHAR,AG,NA,DAOR,31.646,-2.27,811.1,1949-01-02,2018-06-16
605800,99999,OUARGLA,AG,NA,DAUU,31.917,5.413,150,1949-01-30,2018-06-16
605810,99999,OUED IRARA,AG,NA,DAUH,31.673,6.14,141.1,1965-03-07,2018-06-16
605900,99999,EL GOLEA,AG,NA,DAUE,30.571,2.86,398.1,1949-01-30,2018-06-16
605930,99999,HASSI KHEBI,AG,NA,NA,29.167,-5.233,565,2012-03-08,2014-02-05
606000,99999,BENI-ABBES,AG,NA,NA,30.133,-1.833,498,1958-12-01,1962-10-13
606010,99999,HAMRA,AG,NA,DAMH,29.233,6.483,259,2011-01-01,2015-02-15
606020,99999,BENI-ABBES,AG,NA,NA,30.133,-2.167,505,1949-01-16,2018-06-16
606030,99999,RHOURD NOUSS,AG,NA,DAEN,29.717,6.7,252,2005-10-23,2018-06-16
606050,99999,TABELBALA,AG,NA,NA,29.417,-3.25,550,1950-02-11,2014-02-11
606060,99999,TATA,MG,NA,NA,29.767,-8,899.8,1957-01-01,1966-01-27
606070,99999,TIMIMOUN,AG,NA,DAUT,29.237,0.276,313,1949-01-30,2018-06-16
606080,99999,BORDJ OMAR DRISS,AG,NA,NA,28.133,6.833,387,1950-02-01,2005-10-19
606100,99999,MAISON ROUGE,LY,NA,NA,27.817,9.967,466,1959-01-04,2013-06-29
606110,99999,IN AMENAS,AG,NA,DAUZ,28.052,9.643,563,1964-10-01,2018-06-16
606120,99999,TIRIRINE,AG,NA,NA,22.05,8.583,770,2012-06-01,2018-01-23
606130,99999,OUHANET,AG,NA,NA,28.7,8.933,610,2012-01-01,2014-02-11
606170,99999,TAMESGUIDA,AG,NA,NA,27.317,3.717,354,2012-06-01,2018-03-06
606190,99999,TAGUENTOUR,AG,NA,NA,28.467,2.517,636,2008-04-01,2018-06-16
606200,99999,TOUAT CHEIKH SIDI MOHAMED BEL,AG,NA,DAUA,27.838,-0.186,280.1,1949-01-30,2018-06-16
606201,99999,BORDJ MOKHTAR,AG,NA,NA,21.333,0.95,398,2004-07-13,2018-06-16
606210,99999,IN GUEZZAM,AG,NA,NA,19.567,5.75,399.9,2004-09-29,2012-08-18
606250,99999,AOULEF,AG,NA,DAAF,26.967,1.083,309,1949-02-10,2005-05-29
606300,99999,IN-SALAH,AG,NA,NA,27.233,2.5,269,1957-01-01,2014-02-18
606305,99999,IN SALAH,AG,NA,NA,27.25,2.5,280,1949-01-02,2018-06-16
606330,99999,IN ZIZA,AG,NA,NA,23.217,2.583,443,2009-02-01,2018-03-06
606380,99999,TIN FOUYE,AG,NA,DAEF,28.433,7.55,472,2011-01-01,2017-01-05
606390,99999,TINFOUYE,AG,NA,DATF,28.433,7.55,471,2012-01-01,2014-02-11
606400,99999,ILLIZI TAKHAMALT,AG,NA,DAAP,26.724,8.623,541.9,1950-02-01,2018-06-16
606450,99999,REGGANE,AG,NA,DAAN,26.717,0.283,291.1,1950-02-15,2018-06-16
606460,99999,REGGANE,AG,NA,NA,26.7,0.283,285,1959-03-25,1967-05-15
606500,99999,AMGUID,AG,NA,NA,26.417,5.367,614,2008-07-21,2018-03-13
606560,99999,TINDOUF,AG,NA,DAOF,27.7,-8.167,442.9,1943-03-19,2018-06-16
606600,99999,ARAK,AG,NA,NA,25.267,3.733,556,2008-07-21,2018-05-16
606610,99999,ABDENNIZI,AG,NA,NA,25.217,5.117,800,1950-02-01,2018-03-15
606620,99999,FADNOUNE,AG,NA,NA,25.817,8.183,1291,2012-06-01,2018-06-16
606630,99999,MOULAY LACHEN,AG,NA,NA,24.717,4.65,1054,2008-07-21,2018-06-16
606650,99999,GHAT SOUTH,LY,NA,NA,24.917,10.2,710,1950-02-01,2014-01-22
606670,99999,TINALKOUM,AG,NA,NA,24.6,10.217,719,2012-06-01,2018-06-16
606700,99999,TISKA,AG,NA,DAAJ,24.293,9.452,968,1949-02-14,2018-06-16
606720,99999,MERTOUEK,AG,NA,NA,24.217,5.533,1343,2008-07-21,2018-01-19
606750,99999,OUALLEN,AG,NA,NA,23.4,1,358,1949-01-30,2014-07-20
606760,99999,IN-EZZANE,AG,NA,NA,23.483,11.233,912,2008-07-21,2018-02-06
606770,99999,AFARA,AG,NA,NA,25.333,7.8,1240,2009-02-01,2018-06-16
606780,99999,IN AMGUEL,AG,NA,NA,23.817,5.15,1006,1964-10-01,1967-02-23
606790,99999,ASSEKREM,AG,NA,NA,23.267,5.633,2710,2008-07-21,2018-06-16
606800,99999,TAMANRASSET,AG,NA,NA,22.8,5.433,1364,1957-01-01,2014-02-18
606805,99999,TAMANRASSET,AG,NA,NA,22.8,5.45,1412,1949-02-14,2018-06-16
606810,99999,OUED TAHAGGARET,AG,NA,NA,21.683,7.133,573,2012-01-01,2014-03-27
606820,99999,TINTARABINE,AG,NA,NA,23.183,6.767,1105,2012-02-18,2017-03-28
606850,99999,BIDON 5,AG,NA,NA,22.317,1.117,392,2012-01-01,2014-02-11
606860,99999,BORDJ-BADJ-MOKHTAR,AG,NA,NA,21.333,0.95,399,1995-11-02,2014-02-10
606890,99999,TIMIAOUINE,AG,NA,NA,20.417,1.8,608.7,2012-01-01,2014-02-11
606900,99999,IN-GUEZZAM,AG,NA,NA,19.567,5.767,400,1988-03-26,2015-10-28
606910,99999,ANESBARAKA,AG,NA,NA,19.433,4.65,477,2012-06-01,2018-05-24
606920,99999,IN GUEZZAM,AG,NA,DATG,19.57,5.75,400,2012-06-01,2018-06-16
606930,99999,IN ATEI,AG,NA,NA,20.567,6.117,471,2012-01-01,2014-02-05
606940,99999,IN AZAOUA,AG,NA,NA,20.967,7.45,517,2012-01-01,2014-02-06
606950,99999,TIN ZAOUATENE,AG,NA,NA,19.967,2.983,734.9,2012-01-01,2014-02-11
607100,99999,TABARKA 7 NOVEMBRE,TS,NA,DTKA,36.98,8.877,70.1,1974-10-01,2018-06-16
607140,99999,SIDI AHMED AIR BASE,TS,NA,DTTB,37.245,9.791,6.1,1943-08-05,2018-06-16
607150,99999,CARTHAGE,TS,NA,DTTA,36.851,10.227,6.7,1943-06-08,2018-06-16
607200,99999,KELIBIA,TS,NA,DTTL,36.85,11.083,30,1943-05-24,2018-06-16
607230,99999,BEJA,TS,NA,NA,36.733,9.183,159,1988-05-03,2018-06-16
607250,99999,JENDOUBA,TS,NA,DTTN,36.483,8.8,144,1943-06-30,2018-06-16
607255,99999,ZINE EL ABIDINE BEN ALI INTL,TS,NA,NA,36.083,10.433,21,2009-12-01,2011-12-05
607280,99999,NABEUL,TS,NA,NA,36.467,10.7,78,1982-09-01,2018-06-16
607290,99999,ZAGHONAN MAGRANE,TS,NA,NA,36.433,10.083,156,1943-08-31,2018-06-07
607310,99999,ENFIDHA,TS,NA,DTNH,36.083,10.433,6,2011-02-01,2018-06-16
607320,99999,LE KEF,TS,NA,NA,36.133,8.7,518,1989-10-01,2018-06-16
607340,99999,SILIANA,TS,NA,NA,36.067,9.367,445,1980-12-01,2018-06-16
607350,99999,KAIROUAN,TS,NA,DTTK,35.667,10.1,68,1949-01-08,2018-06-16
607380,99999,THALA,TS,NA,NA,35.55,8.683,1092,1977-01-02,2018-06-16
607390,99999,KASSERINE,TS,NA,NA,35.167,8.833,707,1943-03-31,2018-06-16
607400,99999,MONASTIR-SKANES,TS,NA,DTTM,35.667,10.75,2,1943-06-02,2018-06-16
607401,99999,HABIB BOURGUIBA,TS,NA,NA,35.767,10.75,2,1985-12-15,1989-08-20
607403,99999,HABIB BOURGUIBA INTL,TS,NA,DTMB,35.758,10.755,2.7,1989-09-08,2018-06-16
607420,99999,MAHDIA,TS,NA,NA,35.5,11.067,12,2003-03-30,2018-06-16
607450,99999,GAFSA,TS,NA,DTTF,34.422,8.823,323.1,1949-01-07,2018-06-16
607480,99999,SIDI BOUZID,TS,NA,NA,35,9.483,355,1977-08-30,2018-06-16
607500,99999,THYNA,TS,NA,DTTX,34.718,10.691,25.9,1949-01-08,2018-06-16
607600,99999,NEFTA,TS,NA,DTTZ,33.94,8.111,87.5,1973-01-01,2018-06-16
607640,99999,KEBILI,TS,NA,NA,33.7,8.967,46,1988-04-01,2018-06-16
607650,99999,GABES,TS,NA,DTTG,33.877,10.103,7.9,1949-01-01,2018-06-16
607670,99999,GABES,TS,NA,NA,33.733,9.917,112.2,2012-01-01,2018-06-16
607690,99999,ZARZIS,TS,NA,DTTJ,33.875,10.775,5.8,1966-07-22,2018-06-16
607700,99999,MEDENINE,TS,NA,NA,33.35,10.483,117,1977-03-05,2018-06-16
607720,99999,TATAOUINE,TS,NA,NA,32.917,10.45,215,1989-07-01,2018-06-16
607750,99999,REMADA,TS,NA,DTTD,32.306,10.382,306,1949-01-08,2018-06-16
607800,99999,EL BORMA,TS,NA,DTTR,31.704,9.255,252.1,1949-02-09,2018-06-16
607880,99999,BIRAK,LY,NA,NA,27.5,14.25,265,1950-02-10,1952-10-22
607930,99999,UBARI,LY,NA,NA,26.583,12.767,425,1950-02-10,1952-12-17
607950,99999,MARZUQ,LY,NA,NA,25.9,13.85,139,1950-02-01,1952-12-17
607980,99999,AL QATRUN,LY,NA,NA,24.9,14.667,484,1950-02-10,1952-12-17
610170,99999,BILMA,NG,NA,DRRI,18.683,12.917,357,1949-04-01,2018-06-16
610240,99999,AGADEZ,NG,NA,DRZA,16.967,7.967,505.1,1949-04-01,2018-06-16
610330,99999,TESKER,NG,NA,NA,15.133,10.717,-999.9,2017-04-17,2017-04-17
610360,99999,TILLABERY,NG,NA,DRRL,14.2,1.45,210,1949-04-01,2018-06-16
610430,99999,TAHOUA,NG,NA,DRRT,14.876,5.265,385.9,1949-04-02,2018-06-16
610450,99999,GOURE,NG,NA,DRZG,13.983,10.3,460,1983-05-02,2018-06-16
610490,99999,N'GUIGMI,NG,NA,NA,14.25,13.117,286,1950-02-04,2018-06-16
610520,99999,DIORI HAMANI,NG,NA,DRRN,13.482,2.184,223.1,1949-04-01,2018-06-16
610530,99999,DOSSO,NG,NA,DRRD,13.033,3.3,225,2010-01-13,2018-06-16
610750,99999,BIRNI-N'KONNI,NG,NA,DRRB,13.8,5.25,273,1949-04-03,2018-06-16
610800,99999,MARADI,NG,NA,DRRM,13.503,7.127,378,1949-04-01,2018-06-16
610850,99999,DIFFA,NG,NA,DRZF,13.373,12.627,303,1985-04-01,2018-06-16
610900,99999,ZINDER,NG,NA,DRZR,13.779,8.984,462.1,1949-04-01,2018-06-16
610910,99999,MAGARIA,NG,NA,NA,12.983,8.933,403,1980-10-01,2018-06-16
610960,99999,MAINE-SOROA,NG,NA,DRZM,13.233,11.983,338,1949-04-01,2018-06-16
610990,99999,GAYA,NG,NA,DRRG,11.883,3.45,202,1973-01-01,2018-06-16
612020,99999,TESSALIT,ML,NA,GATS,20.243,0.977,494.1,1950-06-08,2017-03-21
612030,99999,YELIMANE,ML,NA,GAYE,15.13,-10.57,325,2004-08-03,2016-11-24
612140,99999,KIDAL,ML,NA,GAKL,18.433,1.35,459,1957-03-05,2018-05-28
612190,99999,NEMA,MT,NA,NA,16.6,-6.733,271.9,1957-03-08,1962-12-31
612230,99999,TOMBOUCTOU,ML,NA,GATB,16.73,-3.008,263,1949-04-11,2018-05-29
612260,99999,GAO,ML,NA,GAGO,16.248,-0.005,265.2,1949-04-01,2018-05-29
612300,99999,NIORO DU SAHEL,ML,NA,GANR,15.233,-9.35,237,1949-04-06,2018-06-16
612330,99999,NARA/KEIBANE,ML,NA,GANK,15.167,-7.283,265,1978-02-01,2018-06-16
612350,99999,YELIMANE,ML,NA,NA,15.117,-10.567,100,1990-10-01,2018-06-16
612400,99999,HOMBORI,ML,NA,GAHB,15.333,-1.683,288,1949-04-03,2012-02-18
612500,99999,MENAKA,ML,NA,GAMK,15.867,2.217,278,1949-04-03,2017-02-10
612570,99999,KAYES/DAG-DAG,ML,NA,GAKD,14.482,-11.44,51.5,1949-04-03,2018-06-16
612650,99999,AMBODEDJO,ML,NA,GAMB,14.513,-4.08,276.1,1949-04-03,2018-06-16
612690,99999,TOUKOTO,ML,NA,NA,13.467,-9.883,177,1949-04-03,1952-12-31
612700,99999,KITA,ML,NA,GAKT,13.067,-9.467,334,1957-01-05,2018-06-16
612720,99999,SEGOU,ML,NA,GASG,13.4,-6.15,289,1949-04-06,2018-06-16
612770,99999,SAN,ML,NA,GASN,13.333,-4.833,284,1950-01-03,2018-06-16
612850,99999,KENIEBA,ML,NA,GAKA,12.85,-11.233,132,1949-04-16,2018-06-16
612880,99999,DIOILA,ML,NA,NA,12.483,-6.8,331,2005-08-03,2005-08-03
612900,99999,BAMAKO,MT,NA,NA,12.633,-7.967,331.9,1957-01-01,1975-01-09
612910,99999,SENOU,ML,NA,GABS,12.534,-7.95,380.1,1949-04-01,2018-06-16
612930,99999,KOUTIALA,ML,NA,GAKO,12.383,-5.467,367,1950-04-03,2018-06-16
612960,99999,BOUGOUNI,ML,NA,GABG,11.417,-7.5,351,1949-05-11,2018-06-16
612970,99999,SIKASSO,ML,NA,GASK,11.35,-5.683,375,1949-04-03,2018-06-16
614010,99999,BIR MOGHREIN,MR,NA,GQPT,25.237,-11.589,363.9,1949-01-01,2017-09-18
614020,99999,AIN BEN TILI,MR,NA,NA,26,-9.533,406,2001-08-09,2004-08-08
614030,99999,F DERIK,MR,NA,NA,22.683,-12.7,298,1949-05-08,2007-04-30
614040,99999,ZOUERATE,MR,NA,NA,22.75,-12.483,343,1983-07-01,2018-06-16
614150,99999,NOUADHIBOU,MR,NA,GQPP,20.933,-17.03,4.9,1949-04-01,2018-06-16
614210,99999,ATAR,MR,NA,GQPA,20.507,-13.043,231,1943-04-01,2018-06-16
614370,99999,AKJOUJT,MR,NA,GQNJ,19.75,-14.367,120,1949-05-02,2018-01-03
614420,99999,NOUAKCHOTT,MR,NA,GQNN,18.098,-15.948,2.1,1949-04-06,2018-01-04
614500,99999,TIDJIKJA,MR,NA,GQND,18.57,-11.424,401.1,1949-06-07,2017-12-17
614610,99999,BOUTILIMIT,MR,NA,GQNB,17.533,-14.683,75,1949-04-06,2018-01-04
614890,99999,ROSSO,MR,NA,GQNR,16.5,-15.817,6,1957-01-02,2018-01-03
614920,99999,KAEDI,MR,NA,GQNK,16.16,-13.508,22.9,1982-01-01,2018-01-01
614970,99999,NEMA,MR,NA,GQNI,16.622,-7.317,231,1950-01-11,2018-06-16
614980,99999,KIFFA,MR,NA,GQNF,16.59,-11.406,128.9,1957-01-08,2018-01-04
614990,99999,AIOUN EL ATROUSS,MR,NA,GQNA,16.711,-9.638,289.9,1957-01-12,2018-01-04
615100,99999,SELIBABY,MR,NA,NA,15.233,-12.167,60,2004-11-19,2015-08-04
615200,99999,BASSIKOUNOU,MR,NA,NA,15.867,-5.933,261,2002-11-02,2005-03-11
616000,99999,SAINT LOUIS,SG,NA,GOSS,16.051,-16.463,2.7,1949-04-01,2018-06-16
616120,99999,PODOR,SG,NA,GOSP,16.65,-14.967,7,1973-01-01,2018-06-16
616270,99999,LINGUERE,SG,NA,GOOG,15.383,-15.117,21,1950-03-04,2018-06-16
616300,99999,MATAM/OURO SOGUI,SG,NA,GOSM,15.65,-13.25,17,1949-04-23,2018-06-16
616410,99999,LEOPOLD SEDAR SENGHOR INTL,SG,NA,GOOY,14.74,-17.49,25.9,1943-04-01,2018-06-16
616540,99999,THIES,SG,NA,NA,14.8,-16.95,76,1950-02-05,1952-12-31
616660,99999,DIOURBEL,SG,NA,GOOD,14.65,-16.233,9,1950-02-06,2018-06-16
616790,99999,KAOLACK,SG,NA,GOOK,14.147,-16.051,7.9,1950-02-05,2018-06-16
616870,99999,TAMBACOUNDA,SG,NA,GOTT,13.737,-13.653,49.1,1949-05-01,2018-06-16
616890,99999,SIMENTI,SG,NA,NA,13.05,-13.3,52,1977-11-02,2005-10-21
616950,99999,ZIGUINCHOR,SG,NA,GOGG,12.556,-16.282,22.9,1949-04-02,2018-06-16
616970,99999,CAP SKIRING,SG,NA,GOGS,12.41,-16.746,15.8,1977-11-01,2018-06-16
616980,99999,KOLDA,SG,NA,GOGK,12.883,-14.967,10,1973-01-01,2018-06-16
616990,99999,KEDOUGOU,SG,NA,GOTK,12.572,-12.22,178,1973-01-02,2018-06-16
617010,99999,BANJUL INTL,GA,NA,GBYD,13.338,-16.652,29,1949-01-13,2018-06-16
617050,99999,SIBANOR,GA,NA,NA,13.217,-16.2,21,1995-07-02,2018-06-16
617070,99999,JENOI,GA,NA,NA,13.483,-15.567,11,1988-08-07,2018-06-15
617110,99999,BANJUL/HALF-DIE,GA,NA,NA,13.45,-16.45,2,1949-01-13,2018-06-13
617120,99999,KEREWAN,GA,NA,NA,13.483,-16.183,15,1981-05-06,2018-06-13
617170,99999,KAUR,GA,NA,NA,13.717,-15.25,6,1986-05-25,2018-06-16
617200,99999,KUNTAUR,GA,NA,NA,13.667,-14.883,-999.9,1995-05-04,2011-11-04
617210,99999,GEORGETOWN,GA,NA,NA,13.533,-14.767,1,1949-03-27,2018-06-16
617220,99999,SAPU,GA,NA,NA,13.567,-15.933,2,1982-10-09,2018-06-16
617310,99999,BASSE,GA,NA,NA,13.317,-14.217,4,1979-10-02,2018-06-15
617330,99999,FATOTO,GA,NA,NA,13.667,-14.467,17.5,1995-04-11,2018-06-16
617410,99999,JENOI,GA,NA,NA,13.483,-15.567,11,1979-09-01,1986-04-15
617660,99999,BISSAU OSWALDO VIEIRA INTL,PU,NA,GGOV,11.895,-15.654,39.3,1943-02-01,2018-06-16
617690,99999,BOLAMA,PU,NA,NA,11.583,-15.483,20,1949-01-06,2018-06-16
617810,99999,BAFATA,PU,NA,GGBF,12.183,-14.667,43,1973-01-05,2018-06-16
618020,99999,KOUNDARA,GV,NA,NA,12.567,-13.517,90,1989-10-01,2018-06-16
618090,99999,LABE,GV,NA,GULB,11.326,-12.287,1035.1,1949-04-05,2018-06-14
618110,99999,SIGUIRI,GV,NA,GUSI,11.433,-9.167,366,1974-07-15,2017-12-21
618160,99999,BOKE/BARALANDE,GV,NA,GUOK,10.933,-14.317,69,1949-04-03,2018-05-10
618180,99999,KINDIA,GV,NA,GUID,10.05,-12.867,459,1973-05-07,2018-06-10
618200,99999,MAMOU,GV,NA,NA,10.367,-12.083,784,1950-02-06,2017-10-26
618290,99999,KANKAN,GV,NA,GUXD,10.383,-9.3,384,1949-04-01,2017-05-09
618310,99999,CONAKRY,GV,NA,NA,9.567,-13.617,49,2002-01-13,2018-05-29
618320,99999,CONAKRY,GV,NA,GUCY,9.577,-13.612,21.9,1949-04-01,2018-06-16
618330,99999,FARANAH,GV,NA,GUFH,10.035,-10.77,449.9,1974-08-23,2016-12-22
618340,99999,KISSIDOUGOU,GV,NA,NA,9.217,-10.217,412,1974-12-08,2012-03-23
618470,99999,MACENTA,GV,NA,GUMA,8.533,-9.467,544,1949-04-02,2011-05-10
618490,99999,N'ZEREKORE/KONIA,GV,NA,GUNZ,7.733,-8.833,470,1974-11-08,2018-06-16
618560,99999,FREETOWN LUNGI,SL,NA,GFLL,8.616,-13.195,25.6,1949-01-24,2018-06-16
618660,99999,BONTHE,SL,NA,GFBN,7.533,-12.5,8,1949-01-24,1984-09-08
618730,99999,MAKENI,SL,NA,NA,8.55,-12.05,84,1949-01-18,1995-08-08
618770,99999,YELE,SL,NA,NA,8.417,-11.833,68,1984-05-02,2003-02-20
618780,99999,NJALA,SL,NA,NA,8.1,-12.1,56,1977-10-13,2005-10-15
618810,99999,BO,SL,NA,GFBO,7.95,-11.767,93,1949-01-29,2007-10-10
618860,99999,KABALA,SL,NA,NA,9.583,-11.55,464,1973-01-02,2007-05-23
618910,99999,DARU,SL,NA,NA,7.983,-10.85,186,1949-01-18,2008-08-16
618920,99999,SEFADU,SL,NA,NA,8.65,-10.967,390,1984-02-04,1999-03-22
619000,99999,ASCENSION ISLAND,SH,NA,NA,-7.933,-14.417,20,1980-05-11,2005-10-15
619010,99999,ST. HELENA IS.,SH,NA,NA,-15.933,-5.667,436,1943-05-18,2018-06-16
619020,99999,ASCENSION AUX AF,SH,NA,FHAW,-7.97,-14.394,84.7,1942-09-01,2018-06-16
619030,99999,UNKN,AY,NA,NA,-71.05,-10.9,37,1950-03-07,1952-01-15
619310,99999,SAO TOME INTL,TP,NA,FPST,0.378,6.712,10.1,1973-01-01,2018-05-04
619340,99999,PRINCIPE,TP,NA,FPPR,1.663,7.412,180.1,1973-05-04,2017-01-31
619670,70701,DIEGO GARCIA NAVAL AIR STATIO,IO,NA,FJDG,-7.3,72.4,4.3,1949-02-01,2018-06-16
619680,99999,ILES GLORIEUSES,FS,NA,NA,-11.583,47.283,4,1973-01-02,2018-06-16
619700,99999,ILE JUAN DE NOVA,JU,NA,NA,-17.05,42.717,10,1973-01-02,2018-06-16
619710,99999,ALDABRA,RE,NA,NA,-9.35,46.533,4,1973-01-02,1977-07-01
619720,99999,ILE EUROPA,EU,NA,NA,-22.333,40.333,6,1950-01-28,2018-06-16
619740,99999,AGALEGA,MP,NA,NA,-10.433,56.6,4,1949-02-01,2018-06-16
619760,99999,SERGE-FROLOW (ILE TROMELIN),US,NA,NA,-15.883,54.517,13,1973-01-01,2018-06-16
619790,99999,LE COLORADO RADAR,FR,NA,NA,-20.917,55.417,743,2004-06-11,2004-06-11
619800,99999,ST DENIS GILLOT,RE,NA,FMEE,-20.887,55.51,20.1,1949-01-01,2018-06-16
619810,99999,LE PORT,RE,NA,NA,-20.933,55.283,11,1983-07-01,2012-12-28
619840,99999,ST PIERRE PIERREFONDS,RE,NA,FMEP,-21.321,55.425,18,1973-01-02,2018-06-16
619860,99999,ST. BRANDON (ST. RAPHAEL),MP,NA,NA,-16.45,59.617,4,1949-02-01,2018-06-16
619880,99999,PLAINE CORAIL,MP,NA,FIMR,-19.758,63.361,29,1949-02-01,2018-06-16
619890,99999,PLAINE CORAIL,MP,NA,NA,-19.75,63.37,30,2006-01-01,2018-06-16
619900,99999,SIR SEEWOOSAGUR RAMGOOLAM INT,MP,NA,FIMP,-20.43,57.684,56.7,1949-02-01,2018-06-16
619950,99999,VACOAS (MAURITIUS),MP,NA,NA,-20.3,57.467,425,1977-07-01,2018-06-16
619960,99999,MARTIN DE VIVIES (ILE AMSTERD,FS,NA,NA,-37.8,77.533,29,1973-01-01,2018-06-16
619970,99999,ALFRED FAURE (ILES CROZET),FS,NA,NA,-46.433,51.85,142,1974-09-03,2018-04-05
619980,99999,PORT-AUX-FRANCAIS (ILES KERGU,FS,NA,NA,-49.35,70.25,30,1951-01-09,2018-06-15
620020,99999,NALUT,LY,NA,NA,31.514,10.598,621,1949-01-30,2018-06-16
620070,99999,ZUARA,LY,NA,NA,32.555,12.056,4,1949-01-29,2018-06-16
620080,99999,YEFREN,LY,NA,NA,32.04,12.313,691,1983-07-01,2018-06-16
620100,99999,TRIPOLI INTL,LY,NA,HLLT,32.664,13.159,80.2,1943-06-30,2017-11-14
620110,99999,GARINA,LY,NA,NA,32.15,13,728,2016-11-09,2018-06-16
620111,99999,WHEELUS FLD,LY,NA,NA,32.9,13.283,4,1945-04-15,1970-05-28
620115,99999,TRIPOLI,LY,NA,HLLL,0,0,-999,2005-10-14,2005-10-14
620120,99999,EL KHOMS,LY,NA,NA,32.401,14.143,25,1990-06-01,2018-06-16
620140,99999,BENWLID,LY,NA,NA,31.741,13.957,271,2005-03-15,2018-06-16
620160,99999,MISURATA,LY,NA,NA,32.243,15.021,33,1949-01-29,2018-06-16
620165,99999,MISURATA AIRPORT,LY,NA,HLMS,32.333,15.067,18.3,2011-11-17,2014-09-17
620180,99999,ABU NJAYM,LY,NA,NA,30.355,15.254,90,2004-11-21,2018-06-15
620190,99999,SIRTE,LY,NA,NA,31.2,16.583,14,1949-01-30,2018-06-16
620525,99999,MITIGA,LY,NA,HLLM,32.894,13.276,11,2005-05-07,2018-06-16
620530,99999,BENINA AIRPORT,LY,NA,HLLB,32.097,20.269,132,1943-10-31,2018-06-16
620540,99999,AL-MARJ,LY,NA,NA,32.517,20.883,335,2005-03-17,2018-06-16
620550,99999,AGEDABIA,LY,NA,NA,30.717,20.167,7,1949-01-30,2013-08-05
620560,99999,SHAHAT,LY,NA,NA,32.8,21.883,648,1949-01-29,2011-02-17
620590,99999,DERNA,LY,NA,NA,32.783,22.583,26,1949-01-29,2017-10-25
620620,99999,TOBRUK,LY,NA,NA,32.1,23.933,51,1944-10-27,2018-06-14
620630,99999,TOBRUK,LY,NA,HLGN,31.867,23.9,158,1953-01-01,2002-03-08
621010,99999,MOORED BUOY,US,NA,NA,50.6,-2.933,-999,2008-07-21,2008-07-21
621030,99999,GHADAMES EAST,LY,NA,HLTD,30.152,9.715,342,1957-01-01,2018-06-16
621110,99999,MOORED BUOY,US,NA,NA,58.9,-0.2,-999,2004-11-18,2009-12-01
621130,99999,MOORED BUOY,US,NA,NA,58.4,0.3,-999,2004-07-26,2004-07-26
621140,99999,MOORED BUOY,US,NA,NA,58.7,1.1,-999,2005-07-02,2010-01-03
621160,99999,MOORED BUOY,US,NA,NA,58.1,1.8,-999,2004-08-29,2005-09-29
621170,99999,MOORED BUOY,US,NA,NA,57.9,0.1,-999,2004-07-26,2011-08-09
