usaf,wban,station,ctry,st,call,lat,lon,elev,begin,end
317070,99999,EKATERINO-NIKOL'SKOE,RS,NA,NA,47.733,130.967,73,1947-12-31,2018-06-16
317100,99999,LENINSKOE,RS,NA,NA,47.95,132.617,56,1954-12-01,2008-09-15
317130,99999,BIROBIDZHAN,RS,NA,NA,48.733,132.95,80,1947-12-31,2018-06-16
317230,99999,NOVOKUROVKA,RS,NA,NA,48.85,134.317,80,1959-01-30,1974-10-19
317250,99999,SMIDOVICH,RS,NA,NA,48.617,133.833,52,1953-02-16,2018-06-16
317270,99999,NADEZHDINSKOYE,RS,NA,NA,48.3,133.2,53,1953-02-16,1989-08-19
317330,99999,ELABUGA,RS,NA,NA,48.817,135.883,58,1936-12-31,2018-06-16
317350,99999,NOVY,RS,NA,UHHH,48.528,135.188,75,1931-12-31,2018-06-16
317360,99999,HABAROVSK,RS,NA,NA,48.533,135.233,72,2002-05-15,2002-05-15
317490,99999,CHERINAY,RS,NA,NA,48.017,136.85,288,1959-01-30,1988-04-26
317540,99999,TIVJAKU,RS,NA,NA,48.6,137.05,403,1947-12-31,2018-06-16
317660,99999,IOLI,RS,NA,NA,48.65,138.983,382,1957-07-02,2007-02-05
317670,99999,GROSSEVICHI WEST,RS,NA,NA,48.15,138.183,501,1955-05-01,1962-09-10
317700,99999,SOVETSKAYA GAVAN,RS,NA,NA,49,140.3,23.8,1959-01-30,2018-06-16
317760,99999,KOPPI SOUTH,RS,NA,NA,48.45,140.183,0,1960-07-07,1961-07-30
317860,99999,VJAZEMSKAJA,RS,NA,NA,47.55,134.817,89,1947-12-31,1998-12-19
317880,99999,LERMONTOVKA,RS,NA,NA,47.15,134.333,76,1953-02-16,2002-10-05
317900,99999,VERINO,RS,NA,NA,47.983,135.083,85,1988-10-01,2001-09-08
317910,99999,KHOR,RS,NA,NA,47.883,135.067,67,1955-10-03,1989-08-08
317920,99999,BICEVAJA,RS,NA,NA,47.767,135.633,105,1953-02-16,1982-03-03
317980,99999,MATAY-IN-KHABAROV,RS,NA,NA,47.367,135.633,182,1959-01-30,1989-09-18
318010,99999,GVASJUGI,RS,NA,NA,47.667,136.183,180,1948-01-01,2018-06-16
318150,99999,SUKPAY,RS,NA,NA,47.683,137.483,488,1959-01-02,1995-06-02
318230,99999,GROSSEVICHI,RS,NA,NA,47.967,139.533,3,1948-01-01,2001-09-10
318250,99999,AGZU,RS,NA,NA,47.6,138.4,165,1947-12-31,2018-06-16
318290,99999,ZOLOTOJ,RS,NA,NA,47.317,138.983,26,1953-02-16,2010-10-05
318320,99999,BIKIN,RS,NA,NA,46.8,134.267,68,1947-12-31,2018-06-16
318450,99999,KRASNYJ JAR,RS,NA,NA,46.533,135.317,130,1953-02-16,2018-06-16
318480,99999,GLUBINNOYE NORTH,RS,NA,NA,46.1,135.4,241,1956-01-01,1963-04-05
318510,99999,GAMCANZA,RS,NA,NA,46.683,136.267,244,1955-04-23,1996-07-09
318560,99999,ULUNGA-IN-PRIMOR,RS,NA,NA,46.517,136.95,389,1955-04-24,2002-01-23
318590,99999,UNNAMED MOUNTAIN,RS,NA,NA,45.967,136.633,1570,1955-04-24,2002-07-28
318660,99999,SOSUNOVO,RS,NA,NA,46.533,138.333,4,1953-02-16,2018-06-16
318680,99999,MASOVAYA,RS,NA,NA,46.167,137.967,105,1957-07-10,1961-12-13
318690,99999,KHUCIN,RS,NA,NA,46.033,137.883,10,1959-02-01,2005-05-22
318730,99999,DAL'NERECHENSK,RS,NA,NA,45.867,133.733,101,1947-12-31,2018-06-16
318750,99999,LESOZAVODSK SOUTH,RS,NA,NA,45.467,133.417,118,1955-04-23,1961-04-26
318780,99999,KIROVSKIJ,RS,NA,NA,45.1,133.5,97.7,1953-02-16,2018-06-16
318830,99999,VOSTRETSOVO/KARTON,RS,NA,NA,45.883,134.967,150,1953-02-16,2002-08-23
318840,99999,MALINOVO,RS,NA,NA,45.417,134.267,139,1948-01-01,2001-10-02
318950,99999,UST-KOLUMBE,RS,NA,NA,45.267,135.5,335,1955-04-06,1997-05-22
319020,99999,BELKIN-IN-PRIMOR,RS,NA,NA,45.833,137.7,103,1959-01-20,2002-11-28
319060,99999,BELENDE,RS,NA,NA,45.3,136.983,7,1955-04-04,1963-03-19
319090,99999,TERNEJ,RS,NA,NA,45,136.6,68,1953-02-16,2018-06-16
319110,99999,...,RS,NA,NA,44.85,131.25,NA,1962-09-11,1963-08-23
319130,99999,TURIJ ROG,RS,NA,NA,45.217,131.983,88,1948-01-01,2018-06-16
319150,99999,POGRANICHNYJ,RS,NA,NA,44.4,131.383,211,1947-12-31,2018-06-16
319160,99999,ZHARIKOVO NORTHWEST,RS,NA,NA,44.583,131.717,134,1957-07-01,1958-12-25
319170,99999,POLTAVKA,RS,NA,NA,44.033,131.317,109,1953-02-16,2006-04-26
319210,99999,ASTRAHANKA,RS,NA,NA,44.717,132.067,78,1953-02-16,2018-06-16
319240,99999,HKOROL',RS,NA,NA,44.433,132.067,128,1953-02-16,2003-09-18
319260,99999,SPASSK-DALNII,RS,NA,NA,44.6,132.817,96,1953-02-16,2004-08-17
319310,99999,SVIJAGINO,RS,NA,NA,44.8,133.083,99,1953-02-16,2003-02-17
319350,99999,JAKOVLEVKA,RS,NA,NA,44.417,133.483,154,1953-03-05,2003-08-10
319380,99999,NOVO SYSOVENVKA,RS,NA,NA,44.233,133.367,NA,1955-04-04,1975-12-07
319390,99999,CUGUEVKA,RS,NA,NA,44.15,133.867,259,1948-01-01,2018-06-16
319420,99999,ZURAVLEVKA,RS,NA,NA,44.75,134.467,170,1953-02-16,1998-08-23
319430,99999,ZAVETNOJE,RS,NA,NA,44.7,134.7,299,1981-01-01,2004-05-07
319460,99999,PEREVALNAYA,RS,NA,NA,44.333,135.067,595,1955-04-25,1975-11-26
319530,99999,PLASTUN WEST,RS,NA,NA,44.75,136.15,352,1947-12-31,1958-12-10
319580,99999,BOGOPOL',RS,NA,NA,44.25,135.45,65,1953-02-16,2017-03-03
319590,99999,RUDNAJA PRISTAN',RS,NA,NA,44.367,135.85,34,1953-02-16,2018-06-16
319600,99999,VLADIVOSTOK,RS,NA,NA,43.117,131.933,183,1931-12-31,2018-06-16
319610,99999,TIMIRYAZEVSKIJ,RS,NA,NA,43.883,131.967,37,1959-07-18,2018-06-16
319630,99999,VOROSHILOV,RS,NA,NA,43.8,131.967,18.9,1953-02-16,1959-01-31
319650,99999,GUSEVKA SOUTHEAST,RS,NA,NA,43.35,131.633,270,1955-04-02,1963-11-10
319660,99999,TEREHOVKA,RS,NA,NA,43.55,131.883,22,1953-02-16,2002-02-24
319670,99999,KRASKINO,RS,NA,NA,42.717,130.783,34,1948-01-01,1962-06-29
319690,99999,POS'ET,RS,NA,NA,42.65,130.8,35,1956-01-01,2018-06-16
319700,99999,NAHODKA,RS,NA,NA,42.8,132.867,121,1959-01-02,2009-03-28
319710,99999,GLUKHOVKA,RS,NA,NA,43.8,132.167,NA,1955-04-02,1975-12-01
319720,99999,OSINOVKA EAST,RS,NA,NA,43.967,132.317,299,1959-01-20,1961-07-31
319740,99999,ARTEM,RS,NA,NA,43.367,132.167,46,1953-02-16,2003-08-15
319741,99999,KNEVICHI,RS,NA,UHWW,43.399,132.148,14,2010-07-20,2018-06-16
319750,99999,NOVO KHATUNIEHI,RS,NA,NA,43.567,132.5,88.1,1953-02-16,1974-09-20
319760,99999,NOVO-MOSKOVSKAYA NE,RS,NA,NA,43.35,132.8,204,1955-03-04,1961-04-20
319770,99999,VLADIVOSTOK (SAD GOROD),RS,NA,NA,43.267,132.05,82,1960-12-01,1996-06-03
319780,99999,ASKOLID ISLAND SOUTH,RS,NA,NA,42.733,132.35,60,1959-01-23,1962-06-29
319810,99999,ANUCINO,RS,NA,NA,43.967,133.067,188,1953-02-16,2018-06-16
319811,99999,ALYKEL,RS,NA,UOOO,69.311,87.332,175,2004-07-06,2016-09-05
319850,99999,MOLCHANOVKA,RS,NA,NA,43.483,133.367,267,1974-08-28,2002-03-25
319870,99999,PARTIZANSK,RS,NA,NA,43.15,133.017,208,1953-02-16,2018-06-16
319890,99999,PREOBRAZHENIE,RS,NA,NA,42.9,133.9,43,1948-01-01,2018-06-16
319930,99999,FURMANOVO-IN-PRIMOR,RS,NA,NA,43.983,134.683,234,1953-02-16,2016-01-06
319940,99999,BEREZNJAKI,RS,NA,NA,43.583,134.167,509,1953-02-16,2017-01-14
319950,99999,SHCHERBAKOVKA,RS,NA,NA,43.567,134.633,149,1988-03-01,2018-06-03
319960,99999,MARGARITOVO,RS,NA,NA,43.433,134.767,25,1932-01-01,2007-11-11
319970,99999,BUKHTA VALENTINA,RS,NA,NA,43.117,134.333,27.1,1953-02-16,1954-08-28
319990,99999,MORYAK-RYBOLOV NORTH,RS,NA,NA,43.367,134.8,2,1948-01-01,1955-12-31
320040,99999,RYBNOVSK,RS,NA,NA,53.25,141.917,4,1955-03-05,2002-07-16
320100,99999,OHA,RS,NA,NA,53.5,142.9,38,1936-12-31,2018-06-16
320110,99999,NYVROVO,RS,NA,NA,54.333,142.6,NA,1962-09-03,1962-09-03
320120,99999,CAPE YELIZAVETI,RS,NA,NA,54.417,142.717,77,1956-03-11,2005-09-17
320130,99999,KAJGAN,RS,NA,NA,53.567,142.75,4,1981-01-01,2004-09-03
320140,99999,MOSKALVO,RS,NA,NA,53.65,142.617,4,1955-03-05,2008-05-04
320210,99999,PYRKI SAKHALIN,RS,NA,NA,52.833,141.5,NA,1955-03-05,1957-06-24
320270,99999,POGIBI,RS,NA,NA,52.217,141.633,6,1953-02-16,2018-06-16
320360,99999,CAJVO,RS,NA,NA,52.367,143.183,6,1955-03-06,2004-09-03
320430,99999,OLENEVOD NORTHEAST,RS,NA,NA,51.833,142.333,147,1955-03-05,1957-06-29
320450,99999,VIAHTU,RS,NA,NA,51.6,141.9,14,1947-12-31,1958-07-24
320530,99999,NOGLIKI,RS,NA,NA,51.917,143.133,34,1947-12-31,2018-06-16
320570,99999,ADO-TYMOVO,RS,NA,NA,51.133,142.667,66,1953-02-16,2003-02-13
320590,99999,KONGI,RS,NA,NA,51.1,143.55,15,1959-01-13,2004-09-03
320610,99999,ALEKSANDROVSK-SAHALINSKIJ,RS,NA,NA,50.9,142.167,31,1931-12-31,2018-06-16
320690,99999,PIL'VO,RS,NA,NA,50.05,142.167,4,1953-02-16,2018-06-16
320710,99999,TYMOVSKOE,RS,NA,NA,50.733,142.717,95,1953-02-16,2004-09-03
320760,99999,POGRANICHNOE,RS,NA,NA,50.4,143.767,8,1947-12-31,2018-06-16
320770,99999,ONOR,RS,NA,NA,50.233,142.583,181,1947-12-31,2004-09-03
320850,99999,LESOGORSK SOUTHEAST,RS,NA,NA,49.433,142.133,131,1955-03-05,1957-06-29
320880,99999,UGLEGORSK,RS,NA,NA,49.067,142.033,43,1948-01-01,2004-09-03
320910,99999,SMIRNYKH,RS,NA,NA,49.75,142.833,81,1947-12-31,1961-02-24
320930,99999,PESKOYSKIY NORTHWEST,RS,NA,NA,49.967,143.817,316,1953-02-16,1959-10-20
320960,99999,VLADI-MIROVO,RS,NA,NA,49.283,143.967,5,1955-03-05,2002-03-27
320980,99999,PORONAJSK,RS,NA,NA,49.217,143.1,8,1953-02-16,2018-06-16
320990,99999,MYS TERPENIYA,RS,NA,NA,48.65,144.733,6,1948-01-03,2018-06-16
321050,99999,KRASHOGORSK,RS,NA,NA,48.4,142.1,3,1953-02-16,1963-10-31
321160,99999,MAKAROV,RS,NA,NA,48.65,142.85,38,1955-03-05,1999-12-04
321180,99999,VOSTOCHNY SAKH /MOTO DOMARI,RS,NA,NA,48.283,142.633,6.1,1953-02-16,1958-11-03
321210,99999,ILYINSKIY,RS,NA,NA,47.983,142.2,18,1953-02-16,2018-06-16
321240,99999,CHEKHOV WEST,RS,NA,NA,47.45,141.817,0,1955-03-05,1957-06-29
321280,99999,HOLMSK,RS,NA,NA,47.05,142.05,44,1953-02-16,2018-06-16
321310,99999,VEMORYE,RS,NA,NA,47.85,142.533,0,1955-03-05,1957-06-29
321330,99999,DOLINSK,RS,NA,NA,47.333,142.8,11,1948-01-01,2004-09-03
321360,99999,STARO-DUBSKOYE,RS,NA,NA,47.417,142.817,70,1955-03-05,1979-10-23
321450,99999,NEVELSK,RS,NA,NA,46.617,141.95,6,1948-01-01,2004-09-03
321480,99999,DALNYAYA,RS,NA,NA,45.9,142.083,0,1955-03-07,1957-06-29
321490,99999,CAPE KRYLJON,RS,NA,NA,45.9,142.083,45,1959-01-02,2002-09-10
321500,99999,KHOMUTOVO,RS,NA,UHSS,46.889,142.718,18,1953-02-16,2018-06-16
321520,99999,SVOBODNAYA NORTHEAST,RS,NA,NA,46.867,143.65,0,1955-03-05,1957-06-26
321530,99999,SVOBODNAYA NORTH,RS,NA,NA,46.85,143.433,8,1955-03-05,1961-04-24
321560,99999,KORSAKOV,RS,NA,NA,46.633,142.85,34,1955-03-05,2004-09-03
321580,99999,JUZNOJE (LGT-H),RS,NA,NA,46.217,143.45,21,1959-08-19,2004-09-03
321650,99999,JUZHNO-KURIL'SK,RS,NA,NA,44.017,145.867,49,1953-02-16,2018-06-16
321660,99999,MALO-KURILSKOJE,RS,NA,NA,43.75,146.667,65,1953-02-16,1999-05-18
321680,99999,SUISHO-TO,RS,NA,NA,43.433,145.917,18,1955-03-15,1963-12-24
321740,99999,KURILSK,RS,NA,NA,45.267,147.967,38,1948-01-01,2004-09-03
321860,99999,URUP,RS,NA,NA,46.2,150.5,76,1953-02-16,2002-03-15
321950,99999,SIMUSIR,RS,NA,NA,46.85,151.867,25,1948-01-29,1998-11-06
322050,99999,SEVERGINO SOUTHEAST,RS,NA,NA,49.117,154.533,489,1948-01-02,1953-02-15
322070,99999,MATUA,RS,NA,NA,48.067,153.217,58,1948-01-03,1996-07-10
322110,99999,...,RS,NA,NA,50.883,154.967,NA,1962-09-23,1963-10-04
322120,99999,DEVYATKA WEST,RS,NA,NA,50.833,155.483,11,1959-06-07,1962-08-31
322130,99999,MYS LOPATKA,RS,NA,NA,50.867,156.683,47,1946-01-01,2018-06-16
322150,99999,SEVERO-KURIL'SK,RS,NA,NA,50.683,156.133,23,1948-01-02,2018-06-16
322170,99999,CAPE VASILEVA,RS,NA,NA,50,155.383,16,1953-02-16,2005-07-30
322210,99999,KINKIL,RS,NA,NA,59.35,160.383,30,1955-05-01,1970-07-18
322220,99999,TEVI,RS,NA,NA,59.6,160.733,18.5,2012-05-30,2015-10-20
322270,99999,PALANA,RS,NA,NA,59.117,159.967,19,1955-05-01,1994-04-11
322460,99999,OSSORA,RS,NA,NA,59.25,163.033,3,1955-05-01,1986-07-31
322520,99999,UST'-VOYAMPOLKA,RS,NA,NA,58.5,159.167,7,1955-05-01,2018-06-16
322850,99999,PTICHIY ISLAND,RS,NA,NA,57.167,156.6,15,1957-08-02,1987-05-24
322870,99999,UST'- HAJRJUZOVO,RS,NA,NA,57.083,156.7,8,1955-05-01,2018-06-16
322930,99999,TIGIL,RS,NA,NA,57.8,158.667,12,1955-05-01,1986-02-19
323310,99999,UKA-IN-KAMCHAT,RS,NA,NA,57.833,162.1,3,1959-01-01,1986-06-18
323330,99999,OZERNOY (MYS),RS,NA,NA,57.65,163.233,9.1,1955-05-01,2018-06-16
323630,99999,ESSO,RS,NA,NA,55.933,158.667,481,1955-05-01,1986-07-06
323790,99999,KOZYREVSK,RS,NA,NA,55.983,159.983,45,1935-03-02,1989-11-22
323890,99999,KLJUCHI,RS,NA,NA,56.317,160.833,29,1953-02-16,2018-06-11
324080,99999,UST'-KAMCHATSK,RS,NA,NA,56.217,162.717,27,1948-01-01,2018-06-16
324090,99999,CAPE AFRIKA,RS,NA,NA,56.167,163.317,14,1960-01-04,2009-01-09
324110,99999,ICA,RS,NA,NA,55.583,155.583,6,1955-05-03,2018-06-16
324470,99999,DOLINOVKA,RS,NA,NA,55.117,159.067,100,1955-05-01,1996-01-07
324770,99999,SOBOLEVO,RS,NA,NA,54.3,155.933,14,1955-05-01,2018-06-15
324960,99999,MILKOVO,RS,NA,NA,54.717,158.717,125,1955-05-01,2017-07-02
324970,99999,PUSHCHINO,RS,NA,NA,54.167,158,318,1955-05-01,2004-12-22
325090,99999,SEMYACHIK,RS,NA,NA,54.117,159.983,27,1946-04-02,2018-06-16
325110,99999,KRONOTSKY,RS,NA,NA,54.717,160.35,366,1955-05-01,1963-09-19
325190,99999,KRONOKI,RS,NA,NA,54.617,161.2,15.9,1955-05-01,2015-05-12
325240,99999,KIKHCHIK KAMCHATKA,RS,NA,NA,53.467,156.033,7.9,1953-01-01,1971-06-30
325241,99999,KIKHCHIK-IN-KAMCHAT,RS,NA,NA,53.417,156.05,8,1948-01-01,1952-12-31
325320,99999,GANALI-IN-KAMCHAT,RS,NA,NA,53.7,157.633,292,1955-05-01,1986-07-10
325380,99999,...,RS,NA,NA,53.1,157.65,NA,1961-08-01,1962-10-05
325390,99999,NACHIKI-IN-KAMCHAT,RS,NA,NA,53.117,157.75,325,1955-05-01,1986-06-18
325400,99999,YELIZOVO,RS,NA,UHPP,53.168,158.454,39.9,1932-01-01,2018-06-16
325470,99999,KORVAKI,RS,NA,NA,53.283,158.2,84,1974-06-01,1986-06-18
325480,99999,JELIZOVO,RS,NA,NA,53,158.333,22,1955-05-01,1974-09-24
325590,99999,CAPE SHIPUNSKIY,RS,NA,NA,53.1,160.033,88,1955-05-01,2015-08-10
325620,99999,BOL'SHERETZK,RS,NA,NA,52.833,156.3,30,1953-02-16,2018-06-16
325640,99999,OKTIABR'SKAYA,RS,NA,NA,52.667,156.233,6,1948-01-02,2004-07-31
325690,99999,UST-BOLSHERETSK SE,RS,NA,NA,52.283,157,34,1955-05-01,1958-10-12
325710,99999,APACA,RS,NA,NA,52.833,157.167,110,1955-05-01,1986-08-13
325800,99999,PETROPAVLOVSK (CTBT),RS,NA,NA,53.067,158.783,65,2012-05-06,2016-08-09
325830,99999,PETROPAVLOVSK-KAMCHATSKIJ,RS,NA,NA,52.867,158.65,24,1946-04-03,2018-06-16
325860,99999,CAPE POVOROTNIY,RS,NA,NA,52.367,158.567,18,1959-01-30,2003-04-21
325890,99999,PETROPAVLOVSK SOUTH,RS,NA,NA,52.333,158.583,3,1955-05-09,1960-05-25
325930,99999,GOLYGINO,RS,NA,NA,51.867,156.7,13,1955-05-01,1957-06-24
325940,99999,OZERNAJA,RS,NA,NA,51.483,156.483,28,1953-02-16,2018-06-16
325960,99999,HODUTKA,RS,NA,NA,51.783,158.033,18,1957-07-01,2005-04-13
326110,99999,OSTROV KARAGINSKIY,RS,NA,NA,50,163.917,6.1,1953-04-01,1968-06-30
326180,99999,OSTROV BERINGA,RS,NA,NA,55.2,165.983,18,1932-08-01,2018-06-16
326230,99999,PRE-OBRAZHENSKOYE,RS,NA,NA,54.783,167.6,4,1953-03-02,1971-06-30
326231,99999,PRE-OBRAZHENSKOYE,RS,NA,NA,54.783,167.6,4,1948-01-01,1949-12-31
330001,99999,LUHANSK INTL,UP,NA,UKCW,48.417,39.374,193.9,2004-05-10,2014-06-08
330002,99999,DONETSK INTL,UP,NA,UKCC,48.074,37.74,241.1,2004-05-10,2014-06-03
330003,99999,LOZUVATKA INTL,UP,NA,UKDR,48.043,33.21,124.4,2004-05-10,2018-06-16
330004,99999,DNIPROPETROVSK INTL,UP,NA,UKDD,48.357,35.101,146.6,2004-05-10,2018-06-16
330005,99999,IVANO FRANKIVSK,UP,NA,NA,48.883,24.683,287,1948-01-01,2018-06-16
330010,99999,VYSOKOJE,BO,NA,NA,52.367,23.433,163,1961-02-07,2002-07-25
330080,99999,BREST,BO,NA,UMBB,52.108,23.898,142.6,1931-01-10,2018-06-16
330150,99999,TELEKHANI,BO,NA,NA,52.517,25.85,155,1981-11-01,2003-01-24
330190,99999,PINSK,BO,NA,NA,52.117,26.117,142,1929-08-02,2018-06-16
330270,99999,ZHITCKOVICHI,BO,NA,NA,52.217,27.867,137,1946-04-03,2018-06-16
330360,99999,MOZYR,BO,NA,NA,52.036,29.167,190,1959-01-01,2018-06-16
330380,99999,VASILEVICHI,BO,NA,NA,52.25,29.833,142,1932-01-01,2018-06-16
330410,99999,GOMEL,BO,NA,UMGG,52.527,31.017,143.9,1955-01-01,2018-06-16
330420,99999,ZLYNKA,RS,NA,NA,52.483,31.667,138,1932-01-01,2003-03-05
330490,99999,SEMENOVKA,UP,NA,NA,52.183,32.583,161,1959-01-01,2017-09-08
330580,99999,DRUZHBA,UP,NA,NA,52.05,33.95,190,1969-01-01,2016-06-14
330670,99999,SVITYAZ,UP,NA,NA,51.483,23.85,164,1959-01-01,2016-06-14
330750,99999,PNEVNO,UP,NA,NA,51.667,25.267,152,1984-01-06,2002-03-31
330880,99999,SARNY,UP,NA,NA,51.283,26.617,156,1948-01-01,2018-06-16
331050,99999,LELOIOV,BO,NA,NA,51.783,28.333,141,1957-07-01,2001-09-08
331240,99999,BRAGIN,BO,NA,NA,51.817,30.248,116,1961-02-03,2018-06-16
331350,99999,CHERNIHIV,UP,NA,NA,51.467,31.25,141,1946-01-02,2018-06-16
331360,99999,VOLSKOVTSKY,UP,NA,NA,51.567,31.967,143,1984-01-15,2001-12-22
331560,99999,GLUKHOV,UP,NA,NA,51.683,33.917,180,1984-06-02,1998-04-20
331730,99999,KOVEL',UP,NA,NA,51.217,24.683,174,1959-01-01,2016-06-14
331770,99999,VOLODYMYR-VOLYNS'KYI,UP,NA,NA,50.833,24.317,194,1959-01-01,2018-06-16
331820,99999,MANEVICHI,UP,NA,NA,51.283,25.533,183,1979-06-01,2001-12-22
331870,99999,LUTS'K,UP,NA,NA,50.7,25.5,232,1931-01-05,2016-06-14
332030,99999,OLEVSK,UP,NA,NA,51.217,27.633,183,1955-01-01,2016-06-14
332130,99999,OVRUCH,UP,NA,NA,51.317,28.783,170,1948-01-01,2016-06-14
332150,99999,KOROSTEN,UP,NA,NA,50.95,28.65,189,1979-07-01,2002-12-22
332220,99999,VOLYA,UP,NA,NA,51.233,29.383,137,1984-06-02,1994-05-12
332280,99999,TETERIV,UP,NA,NA,50.7,29.583,132,1959-01-01,2016-06-14
332310,99999,CHORNOBYL',UP,NA,NA,51.283,30.233,127,1955-01-01,2016-06-14
332360,99999,OSTER,UP,NA,NA,50.95,30.883,104,1984-06-07,2016-06-02
332460,99999,NIZHYN,UP,NA,NA,51.05,31.9,126,1955-01-01,2016-06-14
332610,99999,KONOTOP,UP,NA,NA,51.233,33.2,149,1936-12-31,2018-06-16
332680,99999,ROMNY,UP,NA,NA,50.767,33.45,169,1959-01-01,2016-06-14
332710,99999,BELOPOL'E,UP,NA,NA,51.15,34.333,156,1959-01-01,1989-07-17
332750,99999,SUMY,UP,NA,NA,50.85,34.667,181,1946-03-07,2018-06-16
332870,99999,RAVA-RUS'KA,UP,NA,NA,50.25,23.633,251,1959-01-01,2016-06-14
332880,99999,KAMENKA-BUGSKAYA,UP,NA,NA,50.1,24.35,228,1959-01-01,2001-01-24
332960,99999,DUBNO,UP,NA,NA,50.417,25.75,216,1989-07-01,2016-06-02
332970,99999,BRODY,UP,NA,NA,50.1,25.15,228,1959-01-01,2016-06-14
332990,99999,KREMENETS,UP,NA,NA,50.133,25.733,259,1963-02-01,2016-06-14
333010,99999,RIVNE INTL,UP,NA,UKLR,50.607,26.142,230.1,1959-01-01,2018-06-16
333011,99999,UZHHOROD,UP,NA,NA,48.633,22.267,120,2004-07-13,2014-02-20
333012,99999,MYKOLAIV,UP,NA,NA,47.05,31.917,58,2004-07-13,2018-06-16
333120,99999,NOVOHRAD-VOLYNS'KYI,UP,NA,NA,50.6,27.633,218,1959-01-01,2016-06-14
333170,99999,SHEPETIVKA,UP,NA,NA,50.167,27.033,278,1936-12-31,2018-06-16
333250,99999,ZHYTOMYR,UP,NA,NA,50.233,28.733,224,1948-01-02,2018-06-16
333390,99999,FASTOV,UP,NA,NA,50.083,29.917,209,1980-04-02,2001-12-22
333450,99999,ZHULIANY INTL,UP,NA,UKKK,50.402,30.451,178.6,1932-01-01,2018-06-16
333451,99999,ANTONOV INTL,UP,NA,UKKM,50.603,30.192,157.6,2004-07-13,2018-06-16
333460,99999,KIEV/BORISPOL,UP,NA,NA,50.35,30.917,125,1959-01-01,1990-04-24
333463,99999,KIEV/BORISPOL,UP,NA,NA,50.35,30.917,125,1990-04-24,1990-12-18
333470,99999,BORYSPIL INTL,UP,NA,UKBB,50.345,30.895,130.1,1961-04-04,2018-06-16
333560,99999,YAHOTYN,UP,NA,NA,50.217,31.8,128,1959-01-01,2016-06-14
333620,99999,PRILUKY,UP,NA,NA,50.583,32.383,133,1955-01-01,2016-06-14
333680,99999,GREBENKA,UP,NA,NA,50.133,32.45,114,1959-01-01,1988-05-02
333740,99999,LOHVICA,UP,NA,NA,50.367,33.267,127,1984-01-12,1989-09-30
333760,99999,HADIACH,UP,NA,NA,50.367,33.983,154,1959-01-01,2016-06-14
333770,99999,LUBNY,UP,NA,NA,50,33.017,158,1946-01-01,2018-06-16
333820,99999,LEBEDIN,UP,NA,NA,50.583,34.483,142,1989-07-01,1999-03-27
333910,99999,MOSTISKA,UP,NA,NA,49.8,23.15,216,1959-01-01,2002-06-09
333920,99999,YAVOROV,UP,NA,NA,49.933,23.383,229,1989-07-01,1994-04-20
333930,99999,LVIV INTL,UP,NA,UKLL,49.813,23.956,326.4,1928-01-02,2018-06-16
333931,99999,CHERNIVTSI,UP,NA,NA,48.25,25.983,258,2004-07-13,2014-02-24
333980,99999,DROHOBYCH,UP,NA,NA,49.35,23.517,276,1959-01-01,2016-06-14
334090,99999,BEREZHANY,UP,NA,NA,49.433,24.95,304,1959-01-01,2016-06-14
334150,99999,TERNOPIL',UP,NA,NA,49.533,25.667,329,1934-03-29,2018-06-16
334210,99999,YAMPOL',UP,NA,NA,49.967,26.25,282,1989-07-01,1995-07-25
334290,99999,KHMEL'NYTS'KYI,UP,NA,NA,49.433,26.983,350,1955-01-01,2018-06-16
334390,99999,KHMELNYK,UP,NA,NA,49.567,27.933,284,1981-01-01,2016-06-14
334460,99999,BILOPILLJA,UP,NA,NA,49.833,28.883,258,1955-01-01,2016-06-14
334640,99999,BILA TSERKVA,UP,NA,NA,49.75,30.117,180,1959-01-01,2016-06-14
334660,99999,MYRONIVKA,UP,NA,NA,49.667,31,153,1948-01-01,2018-06-16
334840,99999,ZOLOTONOSHA,UP,NA,NA,49.683,32.517,96,1959-01-01,2016-06-02
334870,99999,CHERKASY,UP,NA,NA,49.417,32.05,107,1959-01-01,2014-02-24
334950,99999,VESELYI PODIL,UP,NA,NA,49.617,33.267,96,1955-01-03,2016-06-14
335060,99999,POLTAVA,UP,NA,NA,49.6,34.55,160,1936-12-31,2018-06-16
335110,99999,TURKA,UP,NA,NA,49.15,23.033,594,1955-01-01,2016-06-14
335130,99999,STRYY,UP,NA,NA,49.25,23.85,306,1989-07-03,2016-06-02
335140,99999,VELIKIY BEREZNY,UP,NA,NA,48.9,22.467,195,1959-01-01,2002-11-26
335150,99999,SKOLE,UP,NA,NA,49.033,23.517,549,1974-04-19,2003-05-13
335160,99999,SLAVSKE,UP,NA,NA,48.85,23.45,592,1959-01-01,2016-06-14
335170,99999,PERECHIN,UP,NA,NA,48.733,22.467,198,1959-01-01,2002-11-26
335240,99999,KALUSH,UP,NA,NA,49.017,24.367,285,1989-07-01,2003-05-23
335260,99999,IVANO-FRANKIVS'K,UP,NA,NA,48.967,24.4,280,1953-01-01,2014-02-21
335360,99999,CHORTKIV,UP,NA,NA,49.017,25.8,318,1959-01-01,2016-06-14
335480,99999,KAMIANETS'-PODIL' SKYI,UP,NA,NA,48.65,26.667,222,1932-01-01,2016-06-14
335570,99999,NOVA USHYTSIA,UP,NA,NA,48.85,27.267,290,1959-01-01,2016-06-14
